Date,Category,Response,Deaths
9/5/2020,Preexist,Unknown,4432
9/6/2020,Sex,Male,4187
9/6/2020,Sex,Female,4937
9/6/2020,Hosp,Yes,4847
9/6/2020,Hosp,No,1477
9/6/2020,Hosp,Unknown,2801
9/6/2020,Preexist,Yes,4610
9/6/2020,Preexist,No,81
9/6/2020,Preexist,Unknown,4434
9/7/2020,Sex,Male,4192
9/7/2020,Sex,Female,4940
9/7/2020,Hosp,Yes,4854
9/7/2020,Hosp,No,1477
9/7/2020,Hosp,Unknown,2802
9/7/2020,Preexist,Yes,4617
9/7/2020,Preexist,No,81
9/7/2020,Preexist,Unknown,4435
9/8/2020,Sex,Male,4196
9/8/2020,Sex,Female,4944
9/8/2020,Hosp,Yes,4860
9/8/2020,Hosp,No,1477
9/8/2020,Hosp,Unknown,2804
9/8/2020,Preexist,Yes,4626
9/8/2020,Preexist,No,81
9/8/2020,Preexist,Unknown,4434
9/9/2020,Sex,Male,4200
9/9/2020,Sex,Female,4945
9/9/2020,Hosp,Yes,4864
9/9/2020,Hosp,No,1477
9/9/2020,Hosp,Unknown,2805
9/9/2020,Preexist,Yes,4628
9/9/2020,Preexist,No,81
9/9/2020,Preexist,Unknown,4437
9/10/2020,Sex,Male,4205
9/10/2020,Sex,Female,4959
9/10/2020,Hosp,Yes,4871
9/10/2020,Hosp,No,1483
9/10/2020,Hosp,Unknown,2812
9/10/2020,Preexist,Yes,4640
9/10/2020,Preexist,No,82
9/10/2020,Preexist,Unknown,4444
9/11/2020,Sex,Male,4214
9/11/2020,Sex,Female,4964
9/11/2020,Hosp,Yes,4875
9/11/2020,Hosp,No,1486
9/11/2020,Hosp,Unknown,2819
9/11/2020,Preexist,Yes,4644
9/11/2020,Preexist,No,82
9/11/2020,Preexist,Unknown,4454
9/12/2020,Sex,Male,4222
9/12/2020,Sex,Female,4972
9/12/2020,Hosp,Yes,4882
9/12/2020,Hosp,No,1493
9/12/2020,Hosp,Unknown,2821
9/12/2020,Preexist,Yes,4654
9/12/2020,Preexist,No,83
9/12/2020,Preexist,Unknown,4459
9/13/2020,Sex,Male,4232
9/13/2020,Sex,Female,4976
9/13/2020,Hosp,Yes,4890
9/13/2020,Hosp,No,1495
9/13/2020,Hosp,Unknown,2825
9/13/2020,Preexist,Yes,4665
9/13/2020,Preexist,No,85
9/13/2020,Preexist,Unknown,4460
9/14/2020,Sex,Male,4237
9/14/2020,Sex,Female,4980
9/14/2020,Hosp,Yes,4897
9/14/2020,Hosp,No,1494
9/14/2020,Hosp,Unknown,2828
9/14/2020,Preexist,Yes,4671
9/14/2020,Preexist,No,85
9/14/2020,Preexist,Unknown,4463
9/15/2020,Sex,Male,4239
9/15/2020,Sex,Female,4984
9/15/2020,Hosp,Yes,4900
9/15/2020,Hosp,No,1495
9/15/2020,Hosp,Unknown,2830
9/15/2020,Preexist,Yes,4679
9/15/2020,Preexist,No,85
9/15/2020,Preexist,Unknown,4461
9/16/2020,Sex,Male,4252
9/16/2020,Sex,Female,4991
9/16/2020,Hosp,Yes,4907
9/16/2020,Hosp,No,1501
9/16/2020,Hosp,Unknown,2837
9/16/2020,Preexist,Yes,4687
9/16/2020,Preexist,No,86
9/16/2020,Preexist,Unknown,4472
9/17/2020,Sex,Male,4255
9/17/2020,Sex,Female,5003
9/17/2020,Hosp,Yes,4912
9/17/2020,Hosp,No,1503
9/17/2020,Hosp,Unknown,2845
9/17/2020,Preexist,Yes,4696
9/17/2020,Preexist,No,86
9/17/2020,Preexist,Unknown,4478
9/18/2020,Sex,Male,4261
9/18/2020,Sex,Female,5006
9/18/2020,Hosp,Yes,4917
9/18/2020,Hosp,No,1505
9/18/2020,Hosp,Unknown,2847
9/18/2020,Preexist,Yes,4700
9/18/2020,Preexist,No,86
9/18/2020,Preexist,Unknown,4483
9/19/2020,Sex,Male,4266
9/19/2020,Sex,Female,5027
9/19/2020,Hosp,Yes,4929
9/19/2020,Hosp,No,1508
9/19/2020,Hosp,Unknown,2858
9/19/2020,Preexist,Yes,4720
9/19/2020,Preexist,No,86
9/19/2020,Preexist,Unknown,4489
9/20/2020,Sex,Male,4269
9/20/2020,Sex,Female,5039
9/20/2020,Hosp,Yes,4934
9/20/2020,Hosp,No,1513
9/20/2020,Hosp,Unknown,2863
9/20/2020,Preexist,Yes,4728
9/20/2020,Preexist,No,86
9/20/2020,Preexist,Unknown,4496
9/21/2020,Sex,Male,4269
9/21/2020,Sex,Female,5046
9/21/2020,Hosp,Yes,4936
9/21/2020,Hosp,No,1516
9/21/2020,Hosp,Unknown,2865
9/21/2020,Preexist,Yes,4728
9/21/2020,Preexist,No,86
9/21/2020,Preexist,Unknown,4503
9/22/2020,Sex,Male,4275
9/22/2020,Sex,Female,5051
9/22/2020,Hosp,Yes,4944
9/22/2020,Hosp,No,1518
9/22/2020,Hosp,Unknown,2866
9/22/2020,Preexist,Yes,4733
9/22/2020,Preexist,No,86
9/22/2020,Preexist,Unknown,4509
9/23/2020,Sex,Male,4287
9/23/2020,Sex,Female,5058
9/23/2020,Hosp,Yes,4951
9/23/2020,Hosp,No,1522
9/23/2020,Hosp,Unknown,2874
9/23/2020,Preexist,Yes,4747
9/23/2020,Preexist,No,86
9/23/2020,Preexist,Unknown,4514
9/24/2020,Sex,Male,4291
9/24/2020,Sex,Female,5069
9/24/2020,Hosp,Yes,4957
9/24/2020,Hosp,No,1523
9/24/2020,Hosp,Unknown,2882
9/24/2020,Preexist,Yes,4760
9/24/2020,Preexist,No,86
9/24/2020,Preexist,Unknown,4516
9/25/2020,Sex,Male,4295
9/25/2020,Sex,Female,5076
9/25/2020,Hosp,Yes,4959
9/25/2020,Hosp,No,1525
9/25/2020,Hosp,Unknown,2889
9/25/2020,Preexist,Yes,4764
9/25/2020,Preexist,No,86
9/25/2020,Preexist,Unknown,4523
9/26/2020,Sex,Male,4306
9/26/2020,Sex,Female,5083
9/26/2020,Hosp,Yes,4969
9/26/2020,Hosp,No,1529
9/26/2020,Hosp,Unknown,2893
9/26/2020,Preexist,Yes,4781
9/26/2020,Preexist,No,87
9/26/2020,Preexist,Unknown,4523
9/27/2020,Sex,Male,4311
9/27/2020,Sex,Female,5091
9/27/2020,Hosp,Yes,4977
9/27/2020,Hosp,No,1530
9/27/2020,Hosp,Unknown,2897
9/27/2020,Preexist,Yes,4790
9/27/2020,Preexist,No,87
9/27/2020,Preexist,Unknown,4527
9/28/2020,Sex,Male,4315
9/28/2020,Sex,Female,5098
9/28/2020,Hosp,Yes,4983
9/28/2020,Hosp,No,1532
9/28/2020,Hosp,Unknown,2900
9/28/2020,Preexist,Yes,4794
9/28/2020,Preexist,No,88
9/28/2020,Preexist,Unknown,4533
9/29/2020,Sex,Male,4318
9/29/2020,Sex,Female,5103
9/29/2020,Hosp,Yes,4985
9/29/2020,Hosp,No,1543
9/29/2020,Hosp,Unknown,2895
9/29/2020,Preexist,Yes,4796
9/29/2020,Preexist,No,88
9/29/2020,Preexist,Unknown,4539
9/30/2020,Sex,Male,4333
9/30/2020,Sex,Female,5120
9/30/2020,Hosp,Yes,4995
9/30/2020,Hosp,No,1550
9/30/2020,Hosp,Unknown,2911
9/30/2020,Preexist,Yes,4807
9/30/2020,Preexist,No,88
9/30/2020,Preexist,Unknown,4561
10/1/2020,Sex,Male,4348
10/1/2020,Sex,Female,5129
10/1/2020,Hosp,Yes,5006
10/1/2020,Hosp,No,1552
10/1/2020,Hosp,Unknown,2922
10/1/2020,Preexist,Yes,4827
10/1/2020,Preexist,No,89
10/1/2020,Preexist,Unknown,4564
10/2/2020,Sex,Male,4353
10/2/2020,Sex,Female,5134
10/2/2020,Hosp,Yes,5011
10/2/2020,Hosp,No,1555
10/2/2020,Hosp,Unknown,2924
10/2/2020,Preexist,Yes,4832
10/2/2020,Preexist,No,89
10/2/2020,Preexist,Unknown,4569
10/3/2020,Sex,Male,4360
10/3/2020,Sex,Female,5143
10/3/2020,Hosp,Yes,5018
10/3/2020,Hosp,No,1556
10/3/2020,Hosp,Unknown,2933
10/3/2020,Preexist,Yes,4842
10/3/2020,Preexist,No,89
10/3/2020,Preexist,Unknown,4576
10/4/2020,Sex,Male,4361
10/4/2020,Sex,Female,5145
10/4/2020,Hosp,Yes,5020
10/4/2020,Hosp,No,1556
10/4/2020,Hosp,Unknown,2934
10/4/2020,Preexist,Yes,4844
10/4/2020,Preexist,No,90
10/4/2020,Preexist,Unknown,4576
10/5/2020,Sex,Male,4370
10/5/2020,Sex,Female,5155
10/5/2020,Hosp,Yes,5026
10/5/2020,Hosp,No,1560
10/5/2020,Hosp,Unknown,2944
10/5/2020,Preexist,Yes,4853
10/5/2020,Preexist,No,91
10/5/2020,Preexist,Unknown,4586
10/6/2020,Sex,Male,4371
10/6/2020,Sex,Female,5162
10/6/2020,Hosp,Yes,5032
10/6/2020,Hosp,No,1562
10/6/2020,Hosp,Unknown,2944
10/6/2020,Preexist,Yes,4860
10/6/2020,Preexist,No,90
10/6/2020,Preexist,Unknown,4588
10/7/2020,Sex,Male,4379
10/7/2020,Sex,Female,5173
10/7/2020,Hosp,Yes,5040
10/7/2020,Hosp,No,1569
10/7/2020,Hosp,Unknown,2948
10/7/2020,Preexist,Yes,4869
10/7/2020,Preexist,No,90
10/7/2020,Preexist,Unknown,4598
10/8/2020,Sex,Male,4380
10/8/2020,Sex,Female,5180
10/8/2020,Hosp,Yes,5040
10/8/2020,Hosp,No,1571
10/8/2020,Hosp,Unknown,2954
10/8/2020,Preexist,Yes,4873
10/8/2020,Preexist,No,90
10/8/2020,Preexist,Unknown,4602
10/9/2020,Sex,Male,4387
10/9/2020,Sex,Female,5187
10/9/2020,Hosp,Yes,5046
10/9/2020,Hosp,No,1573
10/9/2020,Hosp,Unknown,2958
10/9/2020,Preexist,Yes,4879
10/9/2020,Preexist,No,90
10/9/2020,Preexist,Unknown,4608
10/10/2020,Sex,Male,4393
10/10/2020,Sex,Female,5191
10/10/2020,Hosp,Yes,5053
10/10/2020,Hosp,No,1572
10/10/2020,Hosp,Unknown,2962
10/10/2020,Preexist,Yes,4894
10/10/2020,Preexist,No,90
10/10/2020,Preexist,Unknown,4603
10/11/2020,Sex,Male,4403
10/11/2020,Sex,Female,5198
10/11/2020,Hosp,Yes,5062
10/11/2020,Hosp,No,1575
10/11/2020,Hosp,Unknown,2967
10/11/2020,Preexist,Yes,4904
10/11/2020,Preexist,No,90
10/11/2020,Preexist,Unknown,4610
10/12/2020,Sex,Male,4410
10/12/2020,Sex,Female,5204
10/12/2020,Hosp,Yes,5068
10/12/2020,Hosp,No,1576
10/12/2020,Hosp,Unknown,2973
10/12/2020,Preexist,Yes,4909
10/12/2020,Preexist,No,91
10/12/2020,Preexist,Unknown,4617
10/13/2020,Sex,Male,4416
10/13/2020,Sex,Female,5211
10/13/2020,Hosp,Yes,5074
10/13/2020,Hosp,No,1578
10/13/2020,Hosp,Unknown,2978
10/13/2020,Preexist,Yes,4913
10/13/2020,Preexist,No,91
10/13/2020,Preexist,Unknown,4626
10/14/2020,Sex,Male,4423
10/14/2020,Sex,Female,5221
10/14/2020,Hosp,Yes,5080
10/14/2020,Hosp,No,1581
10/14/2020,Hosp,Unknown,2986
10/14/2020,Preexist,Yes,4923
10/14/2020,Preexist,No,91
10/14/2020,Preexist,Unknown,4633
10/15/2020,Sex,Male,4433
10/15/2020,Sex,Female,5236
10/15/2020,Hosp,Yes,5086
10/15/2020,Hosp,No,1586
10/15/2020,Hosp,Unknown,3000
10/15/2020,Preexist,Yes,4938
10/15/2020,Preexist,No,91
10/15/2020,Preexist,Unknown,4643
10/16/2020,Sex,Male,4447
10/16/2020,Sex,Female,5252
10/16/2020,Hosp,Yes,5101
10/16/2020,Hosp,No,1589
10/16/2020,Hosp,Unknown,3012
10/16/2020,Preexist,Yes,4950
10/16/2020,Preexist,No,91
10/16/2020,Preexist,Unknown,4661
10/17/2020,Sex,Male,4454
10/17/2020,Sex,Female,5266
10/17/2020,Hosp,Yes,5109
10/17/2020,Hosp,No,1593
10/17/2020,Hosp,Unknown,3021
10/17/2020,Preexist,Yes,4968
10/17/2020,Preexist,No,91
10/17/2020,Preexist,Unknown,4664
10/18/2020,Sex,Male,4457
10/18/2020,Sex,Female,5277
10/18/2020,Hosp,Yes,5115
10/18/2020,Hosp,No,1597
10/18/2020,Hosp,Unknown,3025
10/18/2020,Preexist,Yes,4975
10/18/2020,Preexist,No,91
10/18/2020,Preexist,Unknown,4671
10/19/2020,Sex,Male,4467
10/19/2020,Sex,Female,5283
10/19/2020,Hosp,Yes,5122
10/19/2020,Hosp,No,1600
10/19/2020,Hosp,Unknown,3031
10/19/2020,Preexist,Yes,4981
10/19/2020,Preexist,No,91
10/19/2020,Preexist,Unknown,4681
10/20/2020,Sex,Male,4467
10/20/2020,Sex,Female,5288
10/20/2020,Hosp,Yes,5123
10/20/2020,Hosp,No,1600
10/20/2020,Hosp,Unknown,3035
10/20/2020,Preexist,Yes,4987
10/20/2020,Preexist,No,91
10/20/2020,Preexist,Unknown,4680
10/21/2020,Sex,Male,4480
10/21/2020,Sex,Female,5297
10/21/2020,Hosp,Yes,5132
10/21/2020,Hosp,No,1603
10/21/2020,Hosp,Unknown,3045
10/21/2020,Preexist,Yes,4995
10/21/2020,Preexist,No,93
10/21/2020,Preexist,Unknown,4692
10/22/2020,Sex,Male,4496
10/22/2020,Sex,Female,5310
10/22/2020,Hosp,Yes,5142
10/22/2020,Hosp,No,1605
10/22/2020,Hosp,Unknown,3063
10/22/2020,Preexist,Yes,5012
10/22/2020,Preexist,No,93
10/22/2020,Preexist,Unknown,4705
10/23/2020,Sex,Male,4501
10/23/2020,Sex,Female,5326
10/23/2020,Hosp,Yes,5153
10/23/2020,Hosp,No,1608
10/23/2020,Hosp,Unknown,3069
10/23/2020,Preexist,Yes,5025
10/23/2020,Preexist,No,93
10/23/2020,Preexist,Unknown,4712
10/24/2020,Sex,Male,4509
10/24/2020,Sex,Female,5327
10/24/2020,Hosp,Yes,5158
10/24/2020,Hosp,No,1608
10/24/2020,Hosp,Unknown,3073
10/24/2020,Preexist,Yes,5028
10/24/2020,Preexist,No,93
10/24/2020,Preexist,Unknown,4718
10/25/2020,Sex,Male,4522
10/25/2020,Sex,Female,5339
10/25/2020,Hosp,Yes,5167
10/25/2020,Hosp,No,1616
10/25/2020,Hosp,Unknown,3081
10/25/2020,Preexist,Yes,5047
10/25/2020,Preexist,No,94
10/25/2020,Preexist,Unknown,4723
10/26/2020,Sex,Male,4530
10/26/2020,Sex,Female,5348
10/26/2020,Hosp,Yes,5178
10/26/2020,Hosp,No,1618
10/26/2020,Hosp,Unknown,3085
10/26/2020,Preexist,Yes,5053
10/26/2020,Preexist,No,94
10/26/2020,Preexist,Unknown,4734
10/27/2020,Sex,Male,4534
10/27/2020,Sex,Female,5351
10/27/2020,Hosp,Yes,5181
10/27/2020,Hosp,No,1619
10/27/2020,Hosp,Unknown,3088
10/27/2020,Preexist,Yes,5055
10/27/2020,Preexist,No,95
10/27/2020,Preexist,Unknown,4738
10/28/2020,Sex,Male,4550
10/28/2020,Sex,Female,5370
10/28/2020,Hosp,Yes,5192
10/28/2020,Hosp,No,1625
10/28/2020,Hosp,Unknown,3107
10/28/2020,Preexist,Yes,5073
10/28/2020,Preexist,No,95
10/28/2020,Preexist,Unknown,4756
10/29/2020,Sex,Male,4563
10/29/2020,Sex,Female,5383
10/29/2020,Hosp,Yes,5204
10/29/2020,Hosp,No,1631
10/29/2020,Hosp,Unknown,3116
10/29/2020,Preexist,Yes,5092
10/29/2020,Preexist,No,95
10/29/2020,Preexist,Unknown,4764
